Transaction_ID,Customer_ID,Card_Number,Transaction_Date,Transaction_Type,Amount,Currency,Merchant,Category,Installment_Count,Remaining_Installments
TXN541347,CUST0005,9839547165274916,2024-09-28,Satın Alma,2848.34,TRY,Starbucks,Market,12,10
TXN910775,CUST0005,9839547165274916,2024-09-20,Satın Alma,3651.32,TRY,Uber,Eğlence,9,6
TXN973034,CUST0005,9839547165274916,2024-09-19,Para Çekme,3664.98,TRY,Uber,Elektronik,12,4
TXN812666,CUST0005,9839547165274916,2025-02-04,Para Çekme,4650.02,TRY,Walmart,Faturalar,0,0
TXN477193,CUST0005,9839547165274916,2025-02-06,İade,3247.9,TRY,IKEA,Market,3,0
TXN100106,CUST0006,6378062115206867,2025-01-11,Satın Alma,880.33,TRY,Apple Store,Faturalar,12,12
TXN638531,CUST0006,6378062115206867,2024-11-25,Satın Alma,2279.89,TRY,Netflix,Yemek,6,3
TXN396774,CUST0006,6378062115206867,2025-03-11,Ödeme,1307.38,TRY,Apple Store,Market,9,1
TXN908393,CUST0006,6378062115206867,2024-10-24,Satın Alma,3341.96,TRY,Spotify,Seyahat,9,5
TXN910379,CUST0006,6378062115206867,2025-03-05,Ödeme,3357.85,TRY,Apple Store,Elektronik,12,5
TXN453212,CUST0006,6378062115206867,2025-01-30,Ödeme,4931.93,TRY,Starbucks,Eğlence,6,4
TXN938473,CUST0006,6378062115206867,2024-10-08,İade,2168.6,TRY,Uber,Yemek,12,1
TXN374954,CUST0006,6378062115206867,2024-10-11,Satın Alma,2174.16,TRY,Starbucks,Faturalar,3,2
TXN733728,CUST0006,6378062115206867,2024-12-19,Satın Alma,387.7,TRY,Apple Store,Alışveriş,0,0
TXN295295,CUST0006,6039788579741440,2025-02-17,Para Çekme,2315.56,TRY,IKEA,Faturalar,9,0
TXN158723,CUST0006,6039788579741440,2025-01-02,Ödeme,1863.95,TRY,Netflix,Eğlence,0,0
TXN350572,CUST0006,6039788579741440,2025-03-01,Satın Alma,2077.31,TRY,Airbnb,Seyahat,12,1
TXN498629,CUST0006,6039788579741440,2024-10-25,İade,483.28,TRY,Apple Store,Faturalar,0,0
TXN633358,CUST0006,6039788579741440,2024-11-24,Para Çekme,4279.02,TRY,Airbnb,Market,3,1
TXN390780,CUST0006,6039788579741440,2024-11-03,Ödeme,4916.3,TRY,Amazon,Market,3,3
TXN408378,CUST0006,7909361420287462,2025-01-18,Satın Alma,4860.92,TRY,Spotify,Eğlence,9,5
TXN132141,CUST0006,7909361420287462,2025-02-04,Para Çekme,1450.05,TRY,Spotify,Seyahat,6,4
TXN670920,CUST0006,7909361420287462,2024-11-27,Para Çekme,3539.85,TRY,Apple Store,Market,9,0
TXN834743,CUST0006,7909361420287462,2024-10-04,Ödeme,1499.85,TRY,Starbucks,Yemek,12,5
TXN754297,CUST0006,7909361420287462,2025-01-24,Ödeme,3573.31,TRY,Amazon,Eğlence,6,4
TXN387739,CUST0006,7909361420287462,2024-10-17,Para Çekme,813.35,TRY,Amazon,Eğlence,0,0
TXN450614,CUST0006,7909361420287462,2025-01-26,Ödeme,824.25,TRY,Starbucks,Market,12,10
TXN972059,CUST0006,7909361420287462,2024-10-31,İade,1834.41,TRY,Apple Store,Yemek,3,2
TXN639877,CUST0006,7909361420287462,2024-10-29,İade,2146.1,TRY,IKEA,Faturalar,0,0
TXN714425,CUST0006,7909361420287462,2025-01-13,İade,3554.7,TRY,Apple Store,Alışveriş,12,9
TXN302350,CUST0006,7909361420287462,2024-11-13,Ödeme,1501.08,TRY,Netflix,Market,9,9
TXN226723,CUST0006,7909361420287462,2025-01-15,Ödeme,701.2,TRY,Starbucks,Faturalar,9,4
TXN820703,CUST0006,6109419882127555,2025-03-08,Para Çekme,3412.04,TRY,Uber,Eğlence,12,8
TXN950541,CUST0006,6109419882127555,2025-01-21,İade,3795.98,TRY,Uber,Yemek,0,0
TXN429758,CUST0006,6109419882127555,2025-01-26,Para Çekme,1843.94,TRY,Walmart,Seyahat,12,6
TXN434634,CUST0006,6109419882127555,2024-09-27,İade,4259.46,TRY,Airbnb,Faturalar,6,5
TXN268058,CUST0006,6109419882127555,2025-03-01,Para Çekme,998.98,TRY,Spotify,Market,6,3
TXN130216,CUST0006,6109419882127555,2024-10-20,Para Çekme,3550.11,TRY,Airbnb,Yemek,0,0
TXN891417,CUST0006,6109419882127555,2024-12-30,Satın Alma,2650.4,TRY,Starbucks,Elektronik,6,6
TXN657078,CUST0006,1911371505113074,2025-01-01,Ödeme,1637.67,TRY,Starbucks,Eğlence,6,2
TXN550411,CUST0006,1911371505113074,2024-10-04,Ödeme,3519.22,TRY,Starbucks,Yemek,3,1
TXN663217,CUST0006,1911371505113074,2024-12-21,Para Çekme,1058.89,TRY,Walmart,Elektronik,3,1
TXN951524,CUST0006,1911371505113074,2024-10-14,İade,4875.68,TRY,Airbnb,Elektronik,3,1
TXN650284,CUST0006,1911371505113074,2025-02-24,Para Çekme,10.4,TRY,Apple Store,Yemek,12,12
TXN546516,CUST0007,2299407941659131,2025-03-02,Ödeme,3501.47,TRY,Netflix,Yemek,12,4
TXN338460,CUST0007,2299407941659131,2024-11-13,Para Çekme,1775.23,TRY,Netflix,Yemek,3,3
TXN787401,CUST0007,2299407941659131,2024-09-22,İade,2627.86,TRY,Spotify,Seyahat,6,3
TXN808562,CUST0007,2299407941659131,2024-11-22,Para Çekme,809.88,TRY,Uber,Market,9,2
TXN568500,CUST0007,2299407941659131,2025-01-09,Satın Alma,1081.69,TRY,Apple Store,Yemek,9,7
TXN773872,CUST0007,2299407941659131,2024-11-04,Satın Alma,1990.18,TRY,Walmart,Elektronik,9,0
TXN111288,CUST0007,7086306978569575,2024-11-28,Ödeme,2762.73,TRY,Starbucks,Alışveriş,12,12
TXN433663,CUST0007,7086306978569575,2024-09-27,İade,4410.97,TRY,Amazon,Yemek,12,1
TXN129888,CUST0007,7086306978569575,2025-02-13,Satın Alma,2743.71,TRY,Spotify,Eğlence,0,0
TXN688367,CUST0007,7086306978569575,2025-03-07,İade,2518.2,TRY,Walmart,Seyahat,3,3
TXN856453,CUST0007,7086306978569575,2024-09-29,İade,4146.76,TRY,Spotify,Yemek,12,1
TXN383526,CUST0007,8221157793424997,2024-11-16,Satın Alma,1293.85,TRY,Apple Store,Elektronik,3,2
TXN889760,CUST0007,8221157793424997,2025-03-06,Para Çekme,870.12,TRY,Spotify,Elektronik,6,0
TXN117236,CUST0007,8221157793424997,2024-10-07,Ödeme,2255.08,TRY,Amazon,Market,12,9
TXN600505,CUST0007,8221157793424997,2024-12-17,Satın Alma,4434.63,TRY,Walmart,Eğlence,0,0
TXN679624,CUST0007,8221157793424997,2024-10-26,İade,2922.89,TRY,Amazon,Market,0,0
TXN249237,CUST0007,8221157793424997,2024-11-08,Ödeme,1711.54,TRY,Starbucks,Yemek,12,0
TXN506369,CUST0007,8221157793424997,2024-10-04,İade,2170.47,TRY,Apple Store,Elektronik,12,1
TXN636206,CUST0007,8221157793424997,2024-09-25,Para Çekme,3882.49,TRY,Starbucks,Yemek,3,1
TXN982530,CUST0007,8221157793424997,2025-03-01,Ödeme,1961.65,TRY,Apple Store,Market,12,1
TXN875980,CUST0007,8221157793424997,2025-01-25,Para Çekme,3455.88,TRY,Walmart,Faturalar,6,3
TXN689343,CUST0007,8221157793424997,2024-12-05,Satın Alma,3068.81,TRY,IKEA,Faturalar,3,3
TXN154772,CUST0007,8221157793424997,2024-11-16,Ödeme,1321.66,TRY,Walmart,Faturalar,9,2
TXN709407,CUST0007,8221157793424997,2025-01-30,İade,1236.06,TRY,Apple Store,Faturalar,9,4
TXN225214,CUST0007,8221157793424997,2025-01-06,Satın Alma,4092.06,TRY,Starbucks,Alışveriş,6,4
TXN836867,CUST0007,2290986030870808,2024-12-05,Satın Alma,2089.48,TRY,IKEA,Yemek,12,2
TXN823263,CUST0007,2290986030870808,2024-09-25,Ödeme,3010.1,TRY,Starbucks,Elektronik,3,1
TXN326643,CUST0007,2290986030870808,2025-03-12,Satın Alma,4769.01,TRY,Netflix,Seyahat,0,0
TXN817370,CUST0007,2290986030870808,2024-10-01,Ödeme,4038.24,TRY,IKEA,Eğlence,9,3
TXN838052,CUST0007,2290986030870808,2024-12-25,İade,875.93,TRY,Walmart,Faturalar,12,6
TXN113030,CUST0007,2290986030870808,2024-12-18,Satın Alma,4771.36,TRY,Amazon,Alışveriş,9,9
TXN439045,CUST0007,2290986030870808,2025-02-21,Satın Alma,1858.3,TRY,Starbucks,Yemek,9,4
TXN251955,CUST0007,2290986030870808,2025-03-09,Ödeme,166.09,TRY,IKEA,Alışveriş,12,2
TXN376029,CUST0007,3383989697006497,2024-12-28,Para Çekme,2753.96,TRY,IKEA,Alışveriş,6,0
TXN410348,CUST0007,3383989697006497,2024-12-26,Ödeme,4749.16,TRY,Apple Store,Seyahat,12,10
TXN468329,CUST0007,3383989697006497,2025-01-09,Para Çekme,4329.01,TRY,Uber,Eğlence,0,0
TXN144715,CUST0007,3383989697006497,2024-11-06,Ödeme,746.17,TRY,Airbnb,Eğlence,12,0
TXN592344,CUST0007,3383989697006497,2024-10-09,İade,4610.9,TRY,Spotify,Alışveriş,0,0
TXN537737,CUST0007,3383989697006497,2024-10-10,Ödeme,569.49,TRY,Walmart,Elektronik,12,10
TXN395311,CUST0007,3383989697006497,2024-11-12,Para Çekme,134.46,TRY,Amazon,Alışveriş,12,5
TXN795659,CUST0007,3383989697006497,2024-10-14,Satın Alma,1111.12,TRY,Uber,Market,9,1
TXN582173,CUST0007,3383989697006497,2024-12-27,Para Çekme,325.91,TRY,Walmart,Yemek,12,0
TXN975372,CUST0007,3383989697006497,2024-12-18,Para Çekme,2171.14,TRY,Spotify,Faturalar,3,1
TXN456027,CUST0007,3383989697006497,2025-02-23,İade,2520.01,TRY,Netflix,Alışveriş,6,3
TXN339014,CUST0007,3383989697006497,2024-11-26,Satın Alma,437.09,TRY,Walmart,Eğlence,9,2
TXN642960,CUST0008,9090026662764919,2024-10-05,Satın Alma,1580.35,TRY,Uber,Market,3,2
TXN827921,CUST0008,9090026662764919,2024-11-30,Para Çekme,657.66,TRY,Netflix,Faturalar,3,2
TXN866817,CUST0008,9090026662764919,2024-11-06,İade,4370.88,TRY,Netflix,Yemek,0,0
TXN869726,CUST0008,9090026662764919,2024-11-18,Ödeme,1580.22,TRY,Apple Store,Elektronik,9,8
TXN601831,CUST0008,9090026662764919,2025-01-08,Satın Alma,2023.22,TRY,Starbucks,Elektronik,12,5
TXN288663,CUST0008,9090026662764919,2025-03-07,Satın Alma,201.86,TRY,Uber,Faturalar,3,1
TXN105574,CUST0008,9090026662764919,2025-01-28,İade,3051.98,TRY,IKEA,Alışveriş,6,5
TXN205902,CUST0008,9090026662764919,2025-02-05,Ödeme,3114.91,TRY,Spotify,Market,6,4
TXN270795,CUST0008,9090026662764919,2024-10-13,Ödeme,2998.92,TRY,Amazon,Faturalar,9,0
TXN389674,CUST0008,7800090650073275,2024-09-26,Satın Alma,2491.72,TRY,Amazon,Eğlence,12,7
TXN377722,CUST0008,7800090650073275,2024-11-04,Ödeme,3329.09,TRY,Netflix,Seyahat,9,2
TXN791112,CUST0008,7800090650073275,2025-02-08,İade,64.31,TRY,Netflix,Alışveriş,12,12
TXN105571,CUST0008,7800090650073275,2024-11-26,Ödeme,4205.95,TRY,Spotify,Elektronik,9,6
TXN933711,CUST0008,7800090650073275,2024-12-12,İade,1303.47,TRY,Amazon,Elektronik,3,2
TXN737374,CUST0008,7800090650073275,2024-09-29,İade,1921.6,TRY,Starbucks,Eğlence,3,2
TXN309211,CUST0008,7800090650073275,2025-02-28,Ödeme,2538.41,TRY,Netflix,Yemek,12,3
TXN422724,CUST0008,7800090650073275,2025-01-04,İade,2133.34,TRY,Spotify,Alışveriş,9,6
TXN237111,CUST0008,7800090650073275,2024-11-06,Satın Alma,381.56,TRY,Uber,Elektronik,3,0
TXN471098,CUST0008,7800090650073275,2024-12-29,Satın Alma,2803.03,TRY,Apple Store,Seyahat,6,2
TXN578841,CUST0008,7800090650073275,2024-10-03,İade,1921.77,TRY,Airbnb,Market,6,1
TXN834142,CUST0008,7800090650073275,2025-02-18,Ödeme,3117.33,TRY,Starbucks,Eğlence,9,5
TXN477314,CUST0008,7800090650073275,2025-02-11,Ödeme,427.1,TRY,Netflix,Faturalar,3,0
TXN889671,CUST0008,7908695671192641,2024-11-18,Ödeme,1825.1,TRY,Uber,Elektronik,6,5
TXN289778,CUST0008,7908695671192641,2024-12-07,İade,3000.62,TRY,Airbnb,Alışveriş,0,0
TXN581786,CUST0008,7908695671192641,2025-03-02,Satın Alma,4056.02,TRY,IKEA,Faturalar,9,0
TXN666838,CUST0008,7908695671192641,2024-09-23,Ödeme,2684.43,TRY,IKEA,Eğlence,6,3
TXN471444,CUST0008,7908695671192641,2024-10-23,Satın Alma,2634.39,TRY,Spotify,Seyahat,12,10
TXN734145,CUST0008,7908695671192641,2024-10-23,Ödeme,2126.75,TRY,Uber,Eğlence,0,0
TXN472224,CUST0008,7908695671192641,2024-09-19,Satın Alma,2599.97,TRY,Airbnb,Alışveriş,9,5
TXN847053,CUST0008,7908695671192641,2024-10-25,Satın Alma,4791.02,TRY,Starbucks,Elektronik,3,1
TXN836697,CUST0008,7908695671192641,2024-12-03,Para Çekme,2453.71,TRY,Netflix,Alışveriş,3,0
TXN863676,CUST0008,7908695671192641,2024-11-21,İade,2305.45,TRY,Apple Store,Yemek,9,3
TXN778247,CUST0008,7908695671192641,2024-11-03,Satın Alma,1551.49,TRY,Spotify,Faturalar,0,0
TXN844530,CUST0008,7908695671192641,2024-12-31,Para Çekme,2751.78,TRY,Spotify,Seyahat,0,0
TXN521609,CUST0008,2269767524055842,2025-01-18,Para Çekme,1310.31,TRY,Starbucks,Faturalar,6,1
TXN592958,CUST0008,2269767524055842,2024-11-27,Ödeme,4759.63,TRY,Amazon,Seyahat,0,0
TXN289077,CUST0008,2269767524055842,2025-01-12,Para Çekme,3399.14,TRY,Uber,Market,3,0
TXN500850,CUST0008,2269767524055842,2024-11-01,Ödeme,4080.88,TRY,Amazon,Elektronik,3,1
TXN922318,CUST0008,2269767524055842,2024-10-13,İade,28.22,TRY,Starbucks,Faturalar,9,3
TXN665931,CUST0008,2292732465205972,2025-03-10,Para Çekme,173.76,TRY,Uber,Elektronik,6,4
TXN842197,CUST0008,2292732465205972,2024-10-29,İade,4263.26,TRY,Apple Store,Eğlence,12,8
TXN870031,CUST0008,2292732465205972,2025-03-09,Satın Alma,2422.72,TRY,Amazon,Alışveriş,9,5
TXN557859,CUST0008,2292732465205972,2025-03-09,Satın Alma,2856.84,TRY,Amazon,Seyahat,6,3
TXN846589,CUST0008,2292732465205972,2025-02-11,Ödeme,2450.49,TRY,IKEA,Alışveriş,3,2
TXN744372,CUST0008,2292732465205972,2024-11-13,Para Çekme,3304.14,TRY,Spotify,Alışveriş,3,1
TXN299206,CUST0008,2292732465205972,2024-12-03,Satın Alma,2136.92,TRY,IKEA,Eğlence,6,2
TXN764364,CUST0009,5719598269041479,2025-01-23,Ödeme,3134.0,TRY,IKEA,Elektronik,12,5
TXN996709,CUST0009,5719598269041479,2024-10-25,Satın Alma,2786.03,TRY,Uber,Market,6,0
TXN882734,CUST0009,5719598269041479,2024-11-17,Para Çekme,2288.38,TRY,Spotify,Market,9,1
TXN290170,CUST0009,5719598269041479,2024-12-11,Satın Alma,215.47,TRY,Uber,Elektronik,12,11
TXN552876,CUST0009,5719598269041479,2025-02-04,Ödeme,884.93,TRY,Apple Store,Seyahat,12,4
TXN921750,CUST0009,5719598269041479,2024-09-25,Ödeme,3963.0,TRY,Spotify,Yemek,0,0
TXN280028,CUST0009,5719598269041479,2024-09-29,Ödeme,4839.71,TRY,Netflix,Eğlence,3,0
TXN512756,CUST0009,5719598269041479,2024-10-12,İade,1282.96,TRY,Amazon,Eğlence,0,0
TXN264773,CUST0009,5719598269041479,2024-09-20,Satın Alma,1990.43,TRY,IKEA,Faturalar,6,2
TXN646008,CUST0009,5719598269041479,2024-12-30,Satın Alma,373.28,TRY,Spotify,Eğlence,0,0
TXN342641,CUST0009,5719598269041479,2025-01-19,İade,577.29,TRY,IKEA,Alışveriş,0,0
TXN449960,CUST0009,6177515313088943,2025-02-08,Ödeme,1510.71,TRY,Amazon,Seyahat,6,4
TXN180369,CUST0009,6177515313088943,2024-12-28,Satın Alma,1110.05,TRY,Netflix,Alışveriş,6,3
TXN158033,CUST0009,6177515313088943,2025-01-22,Ödeme,2485.23,TRY,Netflix,Eğlence,6,6
TXN366580,CUST0009,6177515313088943,2025-01-14,Satın Alma,1287.55,TRY,Netflix,Market,12,9
TXN640479,CUST0009,6177515313088943,2024-10-21,Ödeme,2028.55,TRY,IKEA,Eğlence,9,0
TXN983964,CUST0009,6177515313088943,2025-01-27,Para Çekme,4355.91,TRY,Walmart,Yemek,3,1
TXN439608,CUST0009,6177515313088943,2024-11-12,İade,185.64,TRY,Netflix,Elektronik,12,11
TXN898289,CUST0009,7012841635461498,2025-01-08,Para Çekme,3512.24,TRY,Starbucks,Yemek,0,0
TXN350374,CUST0009,7012841635461498,2024-10-21,Satın Alma,1682.09,TRY,Walmart,Market,9,0
TXN466708,CUST0009,7012841635461498,2024-10-13,İade,1366.27,TRY,Spotify,Alışveriş,9,6
TXN349661,CUST0009,7012841635461498,2025-02-21,Satın Alma,4064.89,TRY,IKEA,Elektronik,3,2
TXN173353,CUST0009,7012841635461498,2025-02-14,İade,4141.63,TRY,Netflix,Eğlence,9,8
TXN572637,CUST0009,7012841635461498,2024-09-21,İade,3738.24,TRY,IKEA,Faturalar,6,6
TXN659628,CUST0009,7012841635461498,2024-12-25,Para Çekme,462.94,TRY,Netflix,Eğlence,3,2
TXN989430,CUST0009,3851342201784451,2025-01-28,Para Çekme,4858.28,TRY,Starbucks,Eğlence,12,7
TXN366729,CUST0009,3851342201784451,2025-03-12,Ödeme,1650.5,TRY,Uber,Faturalar,6,6
TXN956529,CUST0009,3851342201784451,2024-10-21,İade,4884.41,TRY,Amazon,Elektronik,6,0
TXN955157,CUST0009,3851342201784451,2025-01-01,Ödeme,3411.94,TRY,Apple Store,Eğlence,9,2
TXN998129,CUST0009,3851342201784451,2024-11-20,Para Çekme,2568.69,TRY,Walmart,Yemek,3,2
TXN510043,CUST0009,3851342201784451,2025-02-21,Ödeme,1929.46,TRY,Spotify,Eğlence,0,0
TXN439028,CUST0009,3851342201784451,2025-01-25,Para Çekme,1143.45,TRY,Spotify,Faturalar,3,3
TXN857522,CUST0009,3851342201784451,2024-10-12,Ödeme,2774.83,TRY,Airbnb,Yemek,6,3
TXN772482,CUST0009,3851342201784451,2024-09-21,İade,229.37,TRY,Spotify,Yemek,3,0
TXN760007,CUST0009,3851342201784451,2024-12-27,Para Çekme,4724.78,TRY,Airbnb,Market,3,1
TXN395943,CUST0009,6354081687936806,2024-10-07,Ödeme,3280.42,TRY,Uber,Faturalar,12,7
TXN190964,CUST0009,6354081687936806,2025-02-10,İade,3214.0,TRY,Walmart,Eğlence,0,0
TXN798027,CUST0009,6354081687936806,2024-10-13,Para Çekme,555.52,TRY,Airbnb,Market,12,11
TXN804100,CUST0009,6354081687936806,2025-02-03,Para Çekme,4087.71,TRY,IKEA,Eğlence,3,0
TXN402327,CUST0009,6354081687936806,2024-12-08,Ödeme,546.08,TRY,Airbnb,Seyahat,6,1
TXN534224,CUST0009,6354081687936806,2025-01-31,Satın Alma,1902.02,TRY,Apple Store,Faturalar,9,3
TXN626898,CUST0009,6354081687936806,2024-12-16,Ödeme,4409.35,TRY,Airbnb,Seyahat,9,9
TXN755057,CUST0009,6354081687936806,2025-02-05,İade,1456.69,TRY,Airbnb,Faturalar,3,3
TXN224886,CUST0009,6354081687936806,2024-12-24,İade,3904.33,TRY,Walmart,Alışveriş,9,0
TXN701268,CUST0010,2271629001041315,2024-09-27,Ödeme,337.0,TRY,IKEA,Faturalar,9,3
TXN880031,CUST0010,2271629001041315,2024-11-12,Ödeme,3694.96,TRY,Spotify,Eğlence,0,0
TXN793359,CUST0010,2271629001041315,2024-12-22,Ödeme,651.26,TRY,IKEA,Elektronik,9,7
TXN611944,CUST0010,2271629001041315,2025-02-24,Ödeme,2070.49,TRY,Starbucks,Market,0,0
TXN714537,CUST0010,2271629001041315,2024-11-27,Ödeme,2566.48,TRY,Uber,Elektronik,12,6
TXN379039,CUST0010,5179017894113054,2024-12-08,İade,4652.06,TRY,IKEA,Alışveriş,3,0
TXN503382,CUST0010,5179017894113054,2024-12-18,Para Çekme,1917.14,TRY,Spotify,Seyahat,6,1
TXN586417,CUST0010,5179017894113054,2024-12-06,Ödeme,4886.37,TRY,Starbucks,Seyahat,6,3
TXN163434,CUST0010,5179017894113054,2024-12-08,Ödeme,4551.59,TRY,Apple Store,Elektronik,0,0
TXN334047,CUST0010,5179017894113054,2024-10-20,İade,3613.55,TRY,Netflix,Faturalar,12,12
TXN174885,CUST0010,5179017894113054,2024-11-30,Satın Alma,2847.08,TRY,Spotify,Alışveriş,3,0
TXN901252,CUST0010,5179017894113054,2024-11-20,Para Çekme,2272.5,TRY,Walmart,Alışveriş,3,0
TXN675792,CUST0010,8026209636404314,2024-10-28,Ödeme,3955.62,TRY,Amazon,Yemek,3,3
TXN357273,CUST0010,8026209636404314,2024-10-20,İade,2039.1,TRY,Starbucks,Eğlence,12,12
TXN391881,CUST0010,8026209636404314,2024-12-30,İade,1722.86,TRY,Airbnb,Market,12,12
TXN952150,CUST0010,8026209636404314,2025-02-14,Ödeme,4238.11,TRY,Uber,Market,6,1
TXN795558,CUST0010,8026209636404314,2025-02-10,Para Çekme,4399.16,TRY,Spotify,Elektronik,6,2
TXN401653,CUST0010,2896758419810723,2024-11-03,İade,241.55,TRY,Uber,Alışveriş,12,5
TXN188887,CUST0010,2896758419810723,2025-01-17,Satın Alma,21.43,TRY,Apple Store,Market,3,3
TXN992835,CUST0010,2896758419810723,2024-10-28,Ödeme,1632.77,TRY,Airbnb,Eğlence,0,0
TXN471657,CUST0010,2896758419810723,2024-09-15,Satın Alma,743.88,TRY,Spotify,Market,0,0
TXN753987,CUST0010,2896758419810723,2024-12-16,Satın Alma,4661.5,TRY,Apple Store,Yemek,3,1
TXN575256,CUST0010,2896758419810723,2025-03-13,İade,3908.9,TRY,Starbucks,Alışveriş,9,1
TXN839864,CUST0010,2896758419810723,2024-11-04,Satın Alma,910.54,TRY,IKEA,Seyahat,3,3
TXN543904,CUST0010,2896758419810723,2025-02-03,Ödeme,3221.08,TRY,IKEA,Faturalar,6,0
TXN973309,CUST0010,2896758419810723,2024-09-29,Ödeme,774.1,TRY,Spotify,Elektronik,9,1
TXN903549,CUST0010,2896758419810723,2024-12-21,Ödeme,4724.91,TRY,Apple Store,Elektronik,6,1
TXN757837,CUST0010,2896758419810723,2025-03-10,İade,3806.2,TRY,IKEA,Seyahat,9,8
TXN833033,CUST0010,1702948473482732,2024-10-21,Ödeme,4103.64,TRY,Apple Store,Eğlence,6,4
TXN199240,CUST0010,1702948473482732,2024-11-26,Satın Alma,4241.3,TRY,Walmart,Seyahat,12,1
TXN895769,CUST0010,1702948473482732,2025-01-17,Satın Alma,4054.82,TRY,Walmart,Eğlence,3,0
TXN753960,CUST0010,1702948473482732,2025-03-09,Ödeme,1673.45,TRY,Netflix,Faturalar,6,3
TXN296516,CUST0010,1702948473482732,2024-11-22,Satın Alma,2299.96,TRY,Walmart,Market,0,0
TXN126694,CUST0010,1702948473482732,2025-01-09,Para Çekme,415.48,TRY,Netflix,Eğlence,9,1
TXN471016,CUST0010,1702948473482732,2024-11-22,Ödeme,2987.8,TRY,Apple Store,Seyahat,12,6
